Student_ID,Department,Semester,Admission_Year,Attendance_Pct,CGPA,Num_Backlogs,Marks_Trend,Study_Hours_Per_Day
STU0944,Civil,3,2025,72.1,7.98,0.0,Improving,8.7
 STU1359 ,Information Technology,6,2024,67.2,5.56,3.0,Declining,5.7
STU0189,Computer Science,6,2023,100.0,8.11,0.0,Improving,8.6
STU0414,Electronics,8,2025,61.0,7.46,1.0,Declining,3.8
STU0989,Civil,2,2025,67.1,5.93,3.0,Declining,11.1
STU0528,Computer Science,6,2024,68.2,7.4,4.0,Declining,5.3
STU0958,information technology,4,2024,100.0,8.42,0.0,Stable,14.4
STU0416,Information Technology,5,2022,64.1,5.43,2.0,Stable,6.3
STU1138,Civil,5,2024,93.9,8.23,0.0,Declining,11.3
STU0084,Information Technology,5,2023,85.3,7.9,0.0,,11.5
STU0708,Civil,7,2023,56.9,5.34,2.0,Stable,9.8
STU0049,Mechanical,1,2024,100.0,10.0,0.0,Improving,8.5
STU1322,Civil,4,2025,58.9,7.76,,Improving,6.5
STU0156,Computer Science,1,2022,70.7,6.74,2.0,Stable,6.0
STU1101,Information Technology,6,2025,53.2,8.58,2.0,Stable,8.2
STU1174,Mechanical,1,2022,73.7,7.25,1.0,Stable,10.7
STU0439,Electronics,5,2022,,5.88,2.0,Improving,7.1
STU1084,Mechanical,8,2024,84.6,7.6,0.0,Stable,10.9
STU0853,Electronics,6,2024,50.7,6.15,4.0,Declining,10.2
STU1266,Electronics,1,2024,95.9,10.0,0.0,Improving,12.1
STU0984,Mechanical,3,2025,,9.51,0.0,Stable,7.5
STU1176,Computer Science,8,2025,40.7,5.04,3.0,Declining,5.8
STU0180,computer science,1,2023,85.8,7.82,1.0,Declining,8.5
STU1369,Electronics,3,2025,62.8,7.34,2.0,Declining,3.1
STU1284,Mechanical,2,2024,71.9,7.92,1.0,Stable,8.5
STU0577,Mechanical,6,2025,77.4,8.93,0.0,Improving,10.1
STU0545,Computer Science,3,2024,60.4,6.63,2.0,Stable,5.4
STU0862,MECHANICAL,4,2023,65.3,7.67,4.0,Improving,5.4
STU0364,Information Technology,6,2023,88.4,7.25,3.0,Improving,9.9
STU1212,Civil,4,2022,69.2,7.95,1.0,Stable,5.7
STU1234,Mechanical,7,2022,75.9,,3.0,Declining,8.2
STU0347,Civil,3,2025,85.2,8.16,1.0,Declining,9.9
STU1118,Information Technology,6,2025,100.0,9.47,0.0,Improving,13.5
STU0494,Computer Science,7,2022,97.1,9.06,0.0,Improving,13.5
STU0721,Civil,7,2023,100.0,7.34,0.0,Improving,11.2
STU0693,Electronics,2,2025,91.7,8.31,0.0,Improving,9.2
STU1331,Information Technology,8,2024,76.3,6.84,3.0,Declining,8.4
STU0621,Information Technology,2,2022,73.0,8.81,2.0,Stable,5.4
STU0599,Information Technology,4,2023,83.5,8.06,1.0,Declining,9.2
STU1086,Computer Science,5,2022,84.4,6.62,1.0,Stable,9.2
STU0244,Civil,4,2024,84.1,7.85,0.0,Improving,
STU0850,Civil,8,2022,74.1,6.29,0.0,Stable,7.1
STU0568,Information Technology,5,2025,89.0,7.75,0.0,Stable,8.3
STU0650,Mechanical,6,2024,90.3,8.91,0.0,Improving,
STU0807,Civil,7,2025,75.1,8.76,0.0,Improving,11.5
STU0940,Computer Science,1,2025,65.1,6.61,1.0,Improving,5.4
STU0848,CIVIL,8,2023,62.2,7.89,1.0,Improving,3.5
STU0436,electronics,7,2023,49.8,6.17,4.0,Improving,6.2
STU1462,electronics,6,2025,68.4,8.14,1.0,Stable,4.4
STU0576,Information Technology,6,2022,74.3,7.72,2.0,Declining,7.6
STU0309,Information Technology,1,2024,55.0,6.04,5.0,Declining,5.8
STU0431,Mechanical,4,2023,57.3,7.14,2.0,Declining,8.4
STU0931,Mechanical,1,2024,95.4,8.62,0.0,Improving,10.1
STU0399,Electronics,7,2023,76.1,7.49,0.0,Declining,8.8
STU0424,Mechanical,8,2025,78.8,7.04,3.0,Declining,9.0
STU0371,Mechanical,7,2023,72.2,7.88,3.0,Stable,11.3
STU0055,Civil,7,2024,92.8,9.6,2.0,Improving,11.4
STU1215,Computer Science,5,2023,91.7,9.37,0.0,Stable,12.7
STU1280,Mechanical,7,2023,57.2,6.42,1.0,Stable,7.3
STU0600,Information Technology,2,2023,46.5,6.35,4.0,Declining,3.6
STU0313,Mechanical,6,2025,94.9,7.51,0.0,Stable,7.9
STU0974,Information Technology,6,2022,80.2,6.73,0.0,Stable,5.8
STU1197,Mechanical,2,2022,100.0,9.66,0.0,Stable,7.8
STU0110,civil,5,2022,97.8,9.45,0.0,Improving,10.3
STU0882,Information Technology,7,2023,59.4,7.64,4.0,Declining,4.1
STU0728,Mechanical,7,2024,60.5,7.65,2.0,Declining,2.0
STU0101,Electronics,7,2024,71.4,10.0,0.0,Improving,5.5
STU0501,Electronics,5,2025,,6.78,1.0,Stable,9.1
STU0706,ECE,7,2024,90.7,8.33,0.0,Improving,11.1
STU1417,Computer Science,2,2023,76.4,8.32,0.0,Improving,9.1
STU0267,Electronics,6,2024,83.2,6.15,0.0,Improving,6.4
STU0715,Civil,2,2022,52.4,6.83,2.0,Stable,4.4
STU0297,Information Technology,1,2022,61.2,7.68,3.0,Declining,6.3
STU0875,Computer Science,4,2023,100.0,9.4,0.0,Stable,
STU0462,Mechanical,1,2022,93.0,6.57,0.0,Stable,11.3
STU1122,Computer Science,6,2022,59.2,6.58,1.0,Declining,7.1
STU1036,Computer Science,4,2022,72.5,,1.0,Stable,5.1
STU1182,Electronics,2,2023,63.8,4.88,1.0,Stable,9.5
 STU0378 ,Mechanical,6,2022,99.7,9.73,0.0,Stable,11.6
STU0287,Electronics,3,2023,69.8,8.86,2.0,Stable,9.1
STU1482,information technology,7,2022,93.1,7.46,2.0,Stable,12.3
STU0768,Information Technology,7,2025,84.9,8.29,1.0,Declining,8.9
STU0127,Information Technology,3,2023,100.0,9.32,0.0,Improving,10.3
STU0328,Information Technology,2,2024,88.3,5.91,0.0,Improving,7.0
STU0293,Computer Science,6,2023,90.2,9.0,0.0,Improving,9.2
STU0788,Electronics,3,2023,82.9,8.33,2.0,Improving,9.9
STU0765,Mechanical,4,2025,44.4,5.82,3.0,Declining,4.7
STU1008,Computer Science,6,2022,72.6,8.13,0.0,Stable,
STU0356,Civil,5,2025,100.0,7.9,0.0,Improving,12.9
STU1256,IT,7,2023,60.1,7.96,1.0,Declining,4.6
STU0171,Computer Science,1,2024,,8.7,0.0,Improving,11.7
STU0890,Electronics,4,2024,58.0,6.86,2.0,Stable,6.3
STU1156,Civil,6,2024,64.9,5.92,1.0,Stable,2.5
STU0987,Information Technology,2,2024,100.0,10.0,0.0,Improving,10.3
STU0817,Computer Science,2,2024,64.7,7.11,0.0,Stable,3.6
STU1306,Mechanical,2,2023,76.8,7.92,1.0,Stable,4.1
STU0210,Electronics,7,2023,88.0,9.45,0.0,Improving,10.5
STU1192,Computer Science,8,2025,,8.66,0.0,Improving,8.5
STU0549,Computer Science,5,2023,84.9,7.66,0.0,Improving,8.3
STU0141,Computer Science,6,2023,91.3,8.58,0.0,Stable,11.3
STU1111,Computer Science,5,2022,,7.13,5.0,Declining,5.8
STU1032,Mechanical,4,2024,67.3,7.0,0.0,Stable,7.1
STU0819,information technology,2,2024,91.1,7.92,2.0,Stable,7.8
STU1224,Civil,3,2025,100.0,8.35,0.0,Declining,9.3
STU0723,Mechanical,1,2024,100.0,6.94,0.0,Stable,8.4
STU0701,Civil,3,2022,85.2,6.99,0.0,Improving,9.7
STU0651,Mechanical,2,2022,77.5,7.94,1.0,Stable,6.5
STU0200,Electronics,1,2022,84.3,6.27,0.0,Declining,8.0
STU0939,Computer Science,3,2022,,8.92,0.0,Stable,6.4
STU1277,Computer Science,1,2022,76.9,7.04,1.0,Declining,9.7
STU0745,Civil,5,2025,70.0,7.51,0.0,Improving,9.1
STU1064,Computer Science,7,2022,85.7,8.4,0.0,Stable,8.6
STU0731,Information Technology,7,2022,69.2,7.1,4.0,Declining,3.6
STU0011,Electronics,2,2022,60.3,5.78,1.0,Declining,9.5
STU0148,Civil,5,2025,61.9,7.54,1.0,Improving,5.5
STU0694,Computer Science,2,2023,69.8,6.72,2.0,Declining,7.3
STU0283,Computer Science,7,2022,81.1,8.3,0.0,Improving,7.5
STU0292,Computer Science,3,2025,90.4,,0.0,Improving,11.1
STU0583,Computer Science,2,2024,87.3,5.23,1.0,Stable,7.5
STU1047,Electronics,4,2024,71.1,6.7,2.0,Stable,8.4
STU0130,Information Technology,7,2024,79.6,7.59,0.0,Improving,8.7
STU0324,Computer Science,6,2025,53.9,5.46,0.0,Improving,4.6
STU0818,Computer Science,6,2023,92.3,7.98,3.0,Declining,13.1
STU0523,Electronics,7,2025,62.5,7.64,1.0,Improving,6.0
STU0592,Computer Science,6,2024,78.4,4.85,3.0,Stable,10.1
STU0670,Computer Sci,4,2025,72.7,7.57,0.0,Improving,5.7
STU0436,Electronics,7,2023,49.8,6.17,4.0,Improving,6.2
STU0694,Computer Science,2,2023,69.8,6.72,2.0,Declining,7.3
STU1427,Electronics,5,2024,,8.3,0.0,Improving,12.6
STU0159,Computer Science,2,2022,61.7,4.93,4.0,Declining,4.2
STU0618,Mechanical,8,2022,64.8,7.39,0.0,Improving,8.1
STU0998,Computer Science,5,2023,59.9,6.08,3.0,Declining,4.0
STU1104,CIVIL,3,2023,88.8,8.44,0.0,Improving,9.2
STU0196,CIVIL,2,2022,100.0,9.42,0.0,Declining,11.8
STU1278,Information Technology,1,2022,76.9,7.49,1.0,Improving,8.1
STU1388,Computer Science,7,2025,78.8,7.4,0.0,Improving,5.4
STU0411,Mechanical,3,2023,84.3,7.28,0.0,,5.5
STU0097,Information Technology,1,2023,91.2,8.76,0.0,Stable,7.0
STU0615,Computer Science,2,2025,96.5,7.22,3.0,Declining,7.3
STU0157,Electronics,8,2025,67.9,6.29,1.0,Declining,3.0
STU0420,Electronics,1,2025,73.6,8.37,2.0,Stable,8.9
STU1416,Civil,1,2022,100.0,10.0,0.0,Improving,8.5
STU0478,Computer Science,2,2022,78.9,7.95,0.0,Improving,7.1
STU1346,Electronics,6,2022,100.0,7.97,2.0,Declining,10.0
STU0681,Information Technology,4,2024,86.6,7.14,0.0,Improving,7.6
STU0988,Electronics,3,2023,94.1,9.96,0.0,Stable,6.3
STU0448,Computer Science,6,2024,81.8,8.23,0.0,Improving,13.0
STU0179,Information Technology,8,2025,65.5,6.94,1.0,Improving,6.5
STU0391,Computer Science,3,2024,100.0,6.3,2.0,Stable,7.4
STU1328,Electronics,5,2025,100.0,8.27,0.0,Improving,10.2
STU0894,Electronics,8,2022,,7.19,0.0,Improving,
 STU1279 ,Mechanical,2,2022,100.0,7.94,0.0,Improving,10.1
STU1472,Mechanical,2,2025,64.2,7.36,0.0,Improving,6.1
STU1074,Civil,6,2023,100.0,8.52,0.0,Stable,10.4
STU0669,mechanical,7,2025,70.7,6.46,0.0,Stable,7.9
STU1272,Mechanical,4,2023,79.2,9.36,0.0,Improving,5.3
STU1143,Computer Science,4,2022,95.8,8.08,0.0,,12.6
STU0902,Computer Science,3,2024,35.5,5.48,3.0,Stable,3.3
STU1089,Electronics,4,2025,63.7,7.4,2.0,Declining,1.9
STU0295,Electronics,8,2025,90.3,7.0,0.0,Stable,9.4
STU0835,Information Technology,1,2025,96.1,8.27,0.0,Improving,9.7
STU0919,Information Technology,7,2022,78.9,8.48,1.0,Stable,6.6
STU0089,Electronics,4,2022,63.7,6.68,4.0,Declining,5.2
STU0042,Computer Science,7,2022,73.2,5.31,3.0,Declining,8.6
STU1327,Civil,8,2023,80.1,7.89,0.0,Stable,7.5
STU0632,Computer Science,4,2022,60.7,8.84,2.0,Improving,3.7
STU0695,Computer Science,1,2023,76.2,7.62,2.0,Improving,7.7
STU1429,Information Technology,4,2023,98.6,9.75,0.0,Stable,6.4
STU1443,Mechanical,1,2024,76.3,7.44,2.0,Declining,7.7
STU1461,Mechanical,8,2025,65.5,6.97,4.0,Declining,7.0
STU0291,Civil,2,2022,58.5,7.84,5.0,Declining,5.1
STU1369,Electronics,3,2025,62.8,7.34,2.0,Declining,3.1
STU0627,Electronics,2,2022,78.7,7.13,0.0,Improving,5.8
STU0349,Mechanical,6,2022,91.0,7.85,0.0,Declining,8.6
STU0598,Info Tech,1,2022,57.0,4.56,0.0,Improving,5.2
STU1454,Civil,2,2025,91.6,8.78,0.0,Improving,9.9
STU1168,Information Technology,5,2024,91.1,7.49,2.0,Improving,12.4
STU0874,Electronics,2,2024,100.0,9.0,0.0,Stable,9.1
STU0679,Information Technology,8,2023,77.5,8.86,2.0,Declining,6.2
STU0459,Mechanical,4,2024,100.0,8.55,0.0,Stable,12.0
STU0376,Civil,1,2022,67.7,6.59,0.0,,4.7
 STU0334 ,Information Technology,2,2025,67.6,5.78,2.0,Declining,7.3
STU1313,Mechanical,4,2023,84.7,6.79,0.0,Improving,9.5
STU1362,Civil,5,2024,46.4,5.9,1.0,Declining,3.1
STU1201,Mechanical,8,2022,77.2,8.95,0.0,Declining,8.7
STU1265,Computer Science,1,2025,100.0,9.99,0.0,Improving,8.7
STU1431,Mechanical,6,2023,88.3,6.22,0.0,Stable,12.2
STU0597,Information Technology,7,2022,,8.93,0.0,Improving,4.6
STU0329,Mechanical,1,2025,70.5,6.82,0.0,Stable,6.1
STU0319,Mechanical,4,2025,81.4,7.94,1.0,Improving,11.4
STU1188,Civil,2,2023,62.6,6.05,2.0,Improving,7.2
STU1005,Info Tech,6,2025,70.7,6.79,0.0,Improving,5.1
STU0013,Information Technology,1,2023,88.7,6.78,0.0,Stable,10.4
STU0172,Computer Science,4,2025,74.2,6.57,0.0,Stable,7.7
STU0261,Mechanical,1,2025,72.6,8.31,3.0,Declining,7.3
STU0866,Information Technology,3,2022,97.1,9.11,0.0,Stable,
STU0908,Civil,8,2025,95.3,10.0,0.0,Improving,9.9
STU1495,Electronics,6,2022,78.5,7.23,1.0,Stable,7.4
STU0139,Mechanical,4,2023,59.2,5.86,3.0,Stable,2.7
STU0550,Mechanical,8,2024,57.5,7.24,2.0,Declining,10.3
STU1378,Mechanical,6,2025,70.0,7.76,5.0,Declining,5.3
STU0893,Mechanical,4,2024,94.2,,0.0,Stable,9.6
STU0821,Computer Science,7,2022,68.9,8.31,3.0,Improving,5.1
 STU0559 ,Computer Science,6,2024,62.9,6.6,3.0,Declining,3.7
STU0140,Information Technology,1,2024,83.5,6.04,1.0,Declining,9.1
STU1348,Information Technology,6,2025,93.4,8.91,0.0,Improving,6.6
STU1233,Computer Science,2,2025,88.2,7.73,1.0,Improving,9.4
STU0225,Computer Science,3,2022,88.5,7.69,1.0,Improving,11.4
STU0619,Electronics,6,2024,100.0,7.44,0.0,Stable,12.2
STU0410,Electronics,2,2023,85.2,7.8,0.0,Improving,7.6
STU0326,Computer Science,4,2022,,10.0,0.0,Stable,10.2
STU0300,Comp Science,4,2024,82.1,7.83,2.0,Improving,10.5
STU0941,Mechanical,1,2023,69.7,6.17,3.0,Stable,5.4
STU1487,MECHANICAL,8,2023,100.0,9.25,0.0,Declining,10.6
STU0707,Information Technology,5,2025,77.3,8.86,2.0,Stable,9.0
STU1432,Information Technology,2,2024,100.0,8.98,0.0,Stable,10.8
STU0999,Electronics,6,2025,83.8,8.09,0.0,Improving,9.5
STU1227,Civil,8,2023,62.6,7.44,0.0,Improving,7.5
STU0574,civil,2,2022,87.2,8.17,0.0,Stable,10.7
STU0504,Civil,2,2022,99.8,7.95,0.0,Improving,11.8
STU0606,Civil,5,2025,70.4,8.07,0.0,Declining,12.3
STU0803,Electronics,3,2023,79.5,7.42,1.0,Declining,9.6
STU0004,information technology,4,2024,75.1,8.4,0.0,Improving,
STU0977,Information Technology,8,2023,76.6,8.14,0.0,Stable,8.9
STU0468,civil,3,2024,96.4,6.87,0.0,Improving,14.0
STU0322,Mechanical,4,2022,90.4,7.09,0.0,Stable,8.7
STU0006,MECHANICAL,8,2024,89.8,8.74,0.0,Improving,8.0
STU0223,Civil,1,2023,78.1,,0.0,Improving,7.3
STU0548,Mechanical,6,2024,63.8,4.99,3.0,Declining,3.6
STU0789,Computer Science,2,2022,55.2,6.19,1.0,Declining,3.8
STU0040,Mechanical,3,2023,68.8,7.49,3.0,Stable,2.8
STU0543,Mechanical,1,2025,80.6,7.18,1.0,Declining,10.9
STU0243,Computer Science,6,2025,51.4,5.36,2.0,Stable,4.3
STU0137,Electronics,4,2025,56.2,7.63,3.0,Declining,7.8
STU1222,Electronics,1,2023,75.8,6.79,2.0,Stable,6.7
STU0635,Computer Science,2,2022,100.0,10.0,0.0,Stable,9.3
STU0291,Civil,2,2022,58.5,7.84,5.0,Declining,5.1
STU0712,Information Technology,1,2025,77.1,8.52,3.0,Declining,10.2
STU1098,Computer Science,5,2023,100.0,9.36,0.0,Improving,5.7
STU0793,Electronics,5,2024,71.2,7.82,1.0,Improving,8.7
STU1407,Information Technology,1,2024,63.5,6.62,2.0,Stable,7.4
STU0582,Information Technology,2,2023,58.3,4.93,1.0,Stable,7.2
 STU0044 ,mechanical,2,2023,86.4,10.0,1.0,Stable,7.8
STU1499,Electronics,2,2023,88.4,8.17,0.0,Improving,11.9
STU1430,Mechanical,4,2025,82.7,9.03,0.0,Improving,9.9
STU0377,Electronics,6,2024,70.6,5.26,2.0,Stable,8.8
STU0315,Mechanical,7,2023,86.5,8.86,0.0,Stable,8.3
STU0443,Civil,4,2022,82.9,8.94,0.0,Improving,7.9
STU0320,Civil,5,2022,72.5,7.74,0.0,Improving,3.4
STU1035,Electronics,6,2024,90.6,8.19,0.0,Improving,5.6
STU0837,Mechanical,4,2025,85.0,9.25,0.0,Stable,8.2
STU1165,Mechanical,1,2022,65.1,7.18,0.0,Improving,8.1
STU0425,Civil,3,2023,67.4,7.25,1.0,Stable,6.1
STU0554,Information Technology,6,2022,87.4,7.53,0.0,Stable,10.6
STU0595,Electronics,1,2025,65.7,6.69,2.0,Declining,3.7
STU0945,Civil,4,2025,82.8,6.9,0.0,Improving,7.7
STU1335,Electronics,1,2024,70.8,7.49,0.0,Stable,8.9
STU0812,Mechanical,8,2025,81.2,7.03,1.0,Stable,7.2
STU1254,Electronics,2,2023,80.0,7.28,0.0,Stable,9.8
STU0922,Information Technology,5,2024,80.6,7.53,1.0,Declining,10.1
STU0228,Mechanical,3,2023,70.1,5.83,2.0,Stable,
STU1300,Electronics,2,2023,,7.76,3.0,Declining,6.2
STU0856,Electronics,2,2024,77.0,8.9,0.0,Stable,8.4
STU1028,Mechanical,4,2024,69.0,8.53,3.0,Stable,9.5
STU0725,Computer Science,8,2025,82.4,8.89,0.0,Stable,7.2
STU0067,MECHANICAL,3,2022,,7.7,2.0,Declining,10.2
STU0394,Computer Science,4,2024,58.2,7.12,1.0,Improving,5.7
STU0580,Electronics,3,2025,99.5,8.47,0.0,Stable,9.2
STU0025,Computer Science,4,2024,80.5,7.33,2.0,Stable,5.7
STU0212,Electronics,6,2022,72.2,7.82,0.0,Improving,5.0
STU1194,Mechanical,4,2023,78.0,7.26,0.0,Improving,9.5
STU0825,Computer Science,8,2024,92.9,7.22,0.0,Stable,11.0
 STU0537 ,Civil,4,2025,112.5,8.23,0.0,Stable,6.3
STU0963,Mechanical,7,2024,81.5,7.32,0.0,Improving,6.4
STU1133,Information Technology,5,2025,81.4,7.02,2.0,Declining,7.6
STU0086,Computer Science,3,2022,75.1,8.96,2.0,Declining,4.7
STU1481,Mechanical,7,2024,63.4,7.69,2.0,Stable,5.6
STU0273,Computer Science,5,2025,91.4,8.62,0.0,Improving,7.1
STU0968,Information Technology,5,2024,61.2,7.46,5.0,Declining,6.2
STU0744,Information Technology,1,2022,80.9,8.53,0.0,Stable,6.9
STU1392,Computer Science,4,2024,77.1,8.11,0.0,Improving,7.0
STU0631,Information Technology,6,2022,81.6,8.06,1.0,Improving,10.4
STU1387,Computer Science,3,2022,78.7,5.93,2.0,Improving,7.3
STU1441,Information Technology,2,2022,87.6,8.97,0.0,Improving,8.0
STU0506,Computer Science,4,2025,89.8,8.25,0.0,Declining,13.4
STU0274,Electronics,3,2025,93.5,9.46,0.0,Improving,10.6
STU0760,Mechanical,7,2024,64.4,7.51,4.0,Stable,7.8
STU0363,Electronics,8,2023,57.9,7.04,1.0,Declining,6.5
STU0623,Electronics,6,2025,100.0,10.0,0.0,Improving,6.5
STU0003,Civil,2,2025,39.6,6.57,4.0,Declining,2.8
STU0007,Civil,1,2023,77.7,5.68,5.0,Stable,6.7
STU0312,Civil,1,2024,77.1,8.09,0.0,Stable,6.3
STU1030,Computer Science,8,2022,85.1,9.72,0.0,Stable,10.8
STU0666,Computer Science,4,2024,68.3,5.58,4.0,Declining,6.1
STU0991,Mechanical,4,2025,58.6,6.17,4.0,Declining,5.2
STU1238,Computer Science,4,2022,79.2,7.9,0.0,Declining,9.7
STU0216,Civil,2,2022,76.9,7.09,0.0,Improving,7.1
STU1453,civil,5,2022,81.4,7.86,0.0,Improving,7.8
STU0028,Mechanical,4,2022,81.7,7.86,0.0,Stable,7.7
STU1121,Mechanical,6,2023,93.1,7.8,0.0,Improving,8.4
STU0915,Electronics,6,2025,40.7,5.61,4.0,Declining,6.8
STU0713,Mechanical,2,2025,92.3,10.0,0.0,Declining,8.1
STU0639,Electronics,2,2022,76.9,7.85,0.0,Improving,7.3
STU1139,Electronics,2,2022,83.5,7.48,2.0,Stable,9.6
STU0692,Information Technology,6,2022,,7.66,2.0,Improving,7.1
STU1050,Computer Science,7,2024,51.7,5.95,1.0,Declining,6.5
STU0625,MECHANICAL,3,2024,,6.21,0.0,Declining,6.6
STU1146,Electronics,1,2022,78.7,8.39,3.0,Declining,5.5
STU0257,Computer Science,2,2025,80.4,6.73,0.0,Improving,10.9
STU0026,Civil,3,2022,78.8,7.54,2.0,Stable,8.8
STU0337,Computer Science,8,2025,77.0,9.8,0.0,Improving,7.6
STU0573,Civil,4,2025,89.4,7.94,3.0,Stable,5.9
STU0048,Information Technology,4,2024,95.1,9.02,0.0,Improving,5.3
STU0107,Civil,6,2022,89.2,6.71,1.0,Stable,5.8
STU0350,Information Technology,5,2025,91.3,8.84,0.0,Improving,8.4
STU0056,Computer Science,5,2024,76.9,8.48,0.0,Stable,8.6
STU1178,Computer Science,8,2022,83.1,8.25,0.0,Stable,6.9
STU0214,Mechanical,2,2025,90.7,8.93,0.0,Improving,11.1
STU0121,Mechanical,8,2025,78.2,7.23,3.0,Declining,8.3
STU0918,Computer Science,8,2022,63.3,5.92,1.0,Stable,2.9
STU1158,computer science,2,2022,,8.35,0.0,Improving,8.4
STU0073,Information Technology,4,2022,71.6,8.57,0.0,Stable,9.1
STU1169,Mechanical,6,2023,54.6,9.03,3.0,Declining,5.6
STU0758,Mechanical,4,2024,69.2,7.29,0.0,Stable,6.1
STU0046,Computer Science,2,2025,81.7,7.17,0.0,Improving,6.0
STU1302,Mechanical,2,2025,81.1,7.49,1.0,Stable,7.3
 STU0524 ,Civil,7,2022,84.0,8.04,2.0,Declining,8.3
STU0917,Civil,2,2025,84.8,8.59,0.0,Stable,12.6
STU1180,Computer Science,1,2024,61.9,5.45,3.0,Stable,7.8
STU1112,Electronics,5,2023,96.7,8.32,0.0,Improving,8.2
STU0839,Civil,1,2024,63.8,8.09,,Declining,6.5
STU0534,Information Technology,7,2022,91.5,8.74,0.0,Improving,7.3
STU1170,Information Technology,2,2023,100.0,8.69,0.0,Stable,10.3
STU0604,Electronics,3,2024,79.9,5.99,4.0,Improving,7.0
STU0466,Mechanical,5,2023,83.8,7.33,0.0,Improving,12.6
STU1126,Civil,7,2024,100.0,9.5,0.0,Improving,8.0
STU1316,Mechanical,2,2025,98.2,6.7,0.0,Stable,5.8
STU0820,Electronics,8,2022,100.0,9.7,0.0,Stable,9.5
STU1000,Civil,1,2022,81.8,7.6,3.0,Declining,6.7
STU0061,Mechanical,2,2022,53.9,6.31,0.0,Stable,6.1
STU0953,Electronics,3,2022,81.4,9.33,1.0,Stable,
STU0093,Civil,5,2023,73.3,7.82,2.0,Stable,
STU0667,Information Technology,3,2024,60.0,7.76,1.0,Stable,6.4
STU0742,Information Technology,8,2022,74.5,7.15,0.0,Improving,3.8
STU0195,Electronics,8,2022,73.2,6.4,2.0,Improving,9.3
STU0281,Mechanical,8,2024,64.2,8.24,4.0,Declining,8.2
STU0696,MECHANICAL,5,2024,68.5,,3.0,Declining,4.2
STU0360,Information Technology,2,2022,88.8,8.52,0.0,Improving,8.2
STU0520,Civil,7,2023,94.1,8.26,0.0,Stable,11.5
STU1235,Mechanical,6,2022,70.2,4.59,0.0,Stable,6.7
STU0810,Information Technology,3,2022,81.8,6.77,0.0,Stable,10.2
STU0183,Computer Science,1,2023,87.8,7.27,0.0,Stable,9.4
STU1055,Information Technology,2,2022,63.8,,2.0,Declining,6.5
STU0111,Computer Science,5,2023,99.3,9.45,1.0,Stable,9.7
STU0043,Electronics,2,2022,97.2,8.99,0.0,Improving,9.9
STU0747,Civil,8,2024,61.5,6.96,1.0,Stable,8.0
STU0967,Computer Science,2,2025,48.5,-0.34,5.0,Declining,6.9
STU0205,Electronics,1,2025,84.6,7.68,1.0,Stable,9.7
STU1051,Electronics,3,2025,72.2,6.69,0.0,Stable,6.6
STU0053,Electronics,7,2023,74.5,7.33,0.0,Declining,9.0
STU0546,Information Technology,7,2023,64.6,7.35,2.0,Declining,10.4
STU0069,Electronics,1,2022,44.8,6.29,3.0,Declining,2.7
STU1002,Electronics,7,2025,66.7,4.16,5.0,Declining,4.7
STU0904,Electronics,6,2023,86.3,7.28,0.0,Stable,7.9
STU0794,Mechanical,1,2025,96.9,9.69,0.0,Stable,3.8
STU0184,Mechanical,6,2022,55.5,5.31,3.0,Declining,5.0
STU0138,Mechanical,4,2025,77.8,7.22,0.0,Improving,8.8
STU1024,Information Technology,7,2023,74.0,4.61,5.0,Declining,8.4
STU0081,Information Technology,6,2023,84.4,7.49,0.0,Improving,6.3
STU1343,Civil,5,2025,78.3,7.65,0.0,Stable,6.9
STU0106,Information Technology,4,2025,68.3,8.8,4.0,,5.5
STU1198,Information Technology,8,2025,62.8,5.96,3.0,Declining,9.0
STU0542,Mechanical,4,2023,91.4,8.0,0.0,Stable,12.1
STU0778,Information Technology,5,2023,81.2,7.34,0.0,Stable,6.0
STU0481,Computer Science,3,2024,68.9,7.73,3.0,Declining,
STU0166,Mechanical,6,2025,67.8,6.74,,Declining,6.1
STU0249,Electronics,7,2025,68.6,6.74,4.0,Declining,7.3
STU0308,Electronics,7,2024,77.3,6.03,0.0,Stable,7.1
STU0447,Civil,7,2023,64.1,5.9,4.0,Declining,2.0
STU0786,Computer Science,7,2023,71.6,8.37,0.0,,7.9
STU0335,Electronics,5,2025,64.3,7.37,5.0,Stable,8.4
STU0098,Mechanical,8,2023,71.2,5.14,2.0,Declining,8.8
STU0859,Computer Science,6,2023,91.7,9.35,0.0,Declining,10.3
STU0738,Electronics,2,2022,81.3,6.21,3.0,Declining,12.5
STU0926,Civil,4,2023,80.4,9.77,2.0,Stable,8.6
STU0883,Civil,8,2023,83.0,5.81,3.0,Declining,8.8
STU0995,Information Technology,1,2022,60.6,6.7,2.0,Stable,10.0
STU0103,Electronics,8,2023,100.0,8.82,0.0,Stable,8.5
STU0435,Electronics,5,2025,54.2,5.51,1.0,Stable,4.8
STU0075,Information Technology,5,2022,54.0,6.78,1.0,Declining,6.1
STU1382,Computer Science,1,2022,77.3,10.0,0.0,Stable,7.9
STU0925,Civil,6,2025,87.2,7.19,0.0,Stable,7.6
STU1401,Civil,8,2022,66.1,4.86,1.0,Stable,6.0
STU0303,Computer Science,3,2025,83.9,8.98,2.0,Declining,6.5
STU1332,Information Technology,6,2022,65.9,5.62,2.0,Declining,9.3
STU1301,Information Technology,3,2025,90.6,9.5,,Improving,4.8
